mtime,A,B,C,D,E,F,G,H,I,J
2021-11-01T08:2910,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:2915,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:2920,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:2925,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:2930,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:2935,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:2940,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:2945,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:2950,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:2955,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:2960,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:2965,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:2970,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:2975,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:2980,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:2985,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:2990,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:2995,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:3000,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:3005,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:3010,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:3015,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:3020,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:3025,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:3030,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:3035,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:3040,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:3045,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:3050,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:3055,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:3060,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:3065,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:3070,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:3075,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:3080,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:3085,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:3090,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:3095,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:3100,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:3105,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:3110,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:3115,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:3120,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:3125,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:3130,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:3135,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:3140,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:3145,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:3150,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:3155,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:3160,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:3165,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:3170,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:3175,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:3180,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:3185,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:3190,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:3195,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:3200,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:3205,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:3210,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:3215,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:3220,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:3225,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:3230,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:3235,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:3240,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:3245,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:3250,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:3255,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:3260,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:3265,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:3270,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:3275,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:3280,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:3285,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:3290,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:3295,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:3300,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:3305,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:3310,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:3315,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:3320,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:3325,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:3330,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:3335,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:3340,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:3345,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:3350,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:3355,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:3360,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:3365,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:3370,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:3375,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:3380,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:3385,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:3390,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:3395,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:3400,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:3405,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:3410,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:3415,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:3420,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:3425,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:3430,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:3435,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:3440,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:3445,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:3450,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:3455,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:3460,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:3465,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:3470,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:3475,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:3480,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:3485,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:3490,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:3495,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:3500,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:3505,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:3510,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:3515,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:3520,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:3525,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:3530,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:3535,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:3540,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:3545,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:3550,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:3555,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:3560,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:3565,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:3570,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:3575,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:3580,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:3585,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:3590,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:3595,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:3600,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:3605,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:3610,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:3615,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:3620,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:3625,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:3630,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:3635,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:3640,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:3645,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:3650,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:3655,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:3660,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:3665,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:3670,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:3675,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:3680,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:3685,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:3690,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:3695,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:3700,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:3705,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:3710,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:3715,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:3720,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:3725,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:3730,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:3735,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:3740,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:3745,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:3750,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:3755,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:3760,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:3765,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:3770,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:3775,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:3780,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:3785,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:3790,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:3795,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:3800,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:3805,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:3810,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:3815,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:3820,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:3825,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:3830,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:3835,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:3840,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:3845,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:3850,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:3855,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:3860,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:3865,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:3870,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:3875,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:3880,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:3885,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:3890,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:3895,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:3900,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:3905,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:3910,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:3915,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:3920,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:3925,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:3930,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:3935,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:3940,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:3945,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:3950,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:3955,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:3960,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:3965,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:3970,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:3975,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:3980,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:3985,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:3990,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:3995,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:4000,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:4005,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:4010,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:4015,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:4020,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:4025,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:4030,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:4035,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:4040,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:4045,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:4050,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:4055,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:4060,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:4065,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:4070,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:4075,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:4080,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:4085,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:4090,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:4095,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:4100,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:4105,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:4110,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:4115,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:4120,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:4125,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:4130,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:4135,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:4140,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:4145,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:4150,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:4155,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:4160,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:4165,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:4170,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:4175,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:4180,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:4185,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:4190,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:4195,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:4200,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:4205,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:4210,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:4215,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:4220,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:4225,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:4230,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:4235,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:4240,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:4245,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:4250,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:4255,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:4260,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:4265,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:4270,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:4275,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:4280,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:4285,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:4290,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:4295,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:4300,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:4305,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:4310,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:4315,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:4320,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:4325,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:4330,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:4335,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:4340,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:4345,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:4350,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:4355,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:4360,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:4365,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:4370,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:4375,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:4380,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:4385,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:4390,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:4395,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:4400,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:4405,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:4410,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:4415,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:4420,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:4425,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:4430,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:4435,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:4440,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:4445,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:4450,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:4455,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:4460,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:4465,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:4470,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:4475,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:4480,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:4485,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:4490,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:4495,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:4500,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:4505,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:4510,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:4515,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:4520,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:4525,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:4530,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:4535,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:4540,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:4545,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:4550,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:4555,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:4560,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:4565,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:4570,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:4575,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:4580,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
